ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
001630-KR,CP0000003439,종근당홀딩스,ChongKunDang Holdings Corp.,"동사는 1941년 창업되었으며, 1956년 의약품 제조 및  판매업을 사업 목적으로 '종근당 제약사'로 상호변경함. 자회사는 종근당, 경보제약, 종근당바이오, 종근당건강, 종근당산업, 벨커뮤니케이션즈, 벨E&C, 벨I&S 등 8개사가 있음. 대표 상품으로는 아토르바스타틴 및 세파계 항생제 제품들이 있으며, 국내 원료의약품 시장뿐만 아니라 해외 우수의 선진 국가까지 수출 중.",KRX,292053
145720-KR,CP0000003176,덴티움,"Dentium Co., Ltd.","동사는 2000년 6월 7일에 설립되었으며, 주요 목적사업은 의료용구 제조 및 판매업, 의료장비 제조 및 판매업임. 설립부터 현재에 이르기까지 다년간의 임상데이터 축적과 연구개발을 통해 국내 시장점유율 2위, 글로벌 시장점유율 6위를 기록하고 있음. 임플란트와 함께 디지털 장비 등을 Total Solution 개념으로 제공하기 위해 디지털을 이용한 CBCT, CAD/CAM 등의 Digital 제품을 자체 기술로 개발하여 판매중임.",KRX,720955
290510-KR,CP0000003178,코리아센터,"KoreaCenter Co., Ltd.","동사는 2000년 1월 12일에 설립되어 소프트웨어개발업, 컴퓨터프로그램 개발업, 인터넷전자상거래업 및 무역업등을  영위하고 있음. 2018년 2월 20일 사명을 주식회사 코리아센터닷컴에서 주식회사 코리아센터로 변경함. 주요 서비스로는 글로벌 상품소싱솔루션, 배송대행 솔루션, 쇼핑몰 솔루션, 빅데이터 솔루션,연동 솔루션은 서비스를 제공하는 것으로 원재료의 개념은 없음.",KRX,615405
042000-KR,CP0000003179,카페24,Cafe24 Corp.,"전 세계 전자상거래 시장에서 온라인 비즈니스를 영위하길 원하는 '판매자(Merchant)'를 대상으로 원스톱(One-stop) 이커머스 솔루션과 서비스를 제공하는 IT 플랫폼 기업. 오픈마켓 연동서비스는 쿠팡, 네이버 스마트 스토어 등 외에도 아마존, 라쿠텐 등과 같은 해외 현지 유력 마켓 플레이스와도 연동 가능. '카페24 개발자센터', '카페24 스토어'를 통해 전자상거래 생태계 조성 및 플랫폼 고도화.",KRX,287006
281820-KR,CP0000003183,케이씨텍,"KCTECH CO., LTD.","동사는 2017년 케이씨로부터 인적분할로 설립되어 반도체, 디스플레이 장비 및 소재 사업 부분을 영위함. 반도체  전공정 장비 및 소모성 재료의 제조 및 판매를 주력사업으로 영위하고 있으며, 반도체 CMP, 세정장비/디스플레이 Wet-station 및 Coater 장비, 반도체 Slurry 등 라인업을 갖추고 있음. 매출구성은 반도체부문 74%, 디스플레이부문 25% 등으로 이루어져 있음.",KRX,372294
018000-KR,CP0000003472,유니슨,"Unison Co., Ltd","1984년 9월 설립. 1993년 11월에 한국거래소 코스닥시장에 상장됨. 지배기업의 풍력사업부문은 풍력발전기 등의 제조 및 판매와 풍력발전단지의 건설 및 유지보수를 주요 영업으로 하고 있음. 타워사업부문은 풍력발전용 타워 등의 제조 및 판매를 주요 영업으로 하고 있음. 국내 최초로 750㎾ 기어리스형 풍력발전시스템 개발함. 2MW, 2.3MW 및 4.2MW, 4.3MW 풍력발전시스템을 개발하여 세계시장에 도전하고 있음.",KRX,282393
007390-KR,CP0000003207,네이처셀,"Naturecell Co., Ltd.","동사는 2019년 5월 2일부터 주요 업종을 기초 의약물질 및 생물학적제제 제조업으로 변경하였으며, 보고서 기준일 현재 동사는 줄기세포사업을 주력 사업으로 영위하고 있음. 그 외 사업으로 기타 식품사업 및 위생사업을 영위함. 면역세포 사업은 면역세포의 보관사업을 비롯하여 동사가 연구, 개발한 항암면역세포의 일본 재생의료 치료승인을 통해 일본에서 줄기세포 재생의료사업을 진행.",KRX,1403070
131370-KR,CP0000003501,알서포트,"RSUPPORT Co., Ltd.","동사는 2010년 7월 20일 설립되어 2013년 12월 20일을 합병기일로 하여 알서포트(주)와 합병하였으며, 상호를 알서포트(주)로 변경함. 동사와 종속회사는 원격 소프트웨어 개발 및 공급 (원격 지원 및 제어 솔루션) 사업을 영위하고 있음. 주요 제품군으로는 원격지원 제품인 Remote Call, 원격제어 제품인 RemoteView, 화상회의 제품인 RemoteMeeting, 기타 회상회의 부스인 콜라박스 등이 있음.",KRX,297204
035600-KR,CP0000003360,케이지이니시스,"KGINICIS Co., Ltd.","동사는 전자지불결제대행업(PG)을 주 사업으로 영위함. 쇼핑몰등 인터넷상에서 지불결제가 필요한 업체에게 지불결제시스템을 구축해 주고 지불승인과 매입, 대금정산 등의 업무를 지원하는 서비스임. 국내 전자결제시장 선두주자이며 NHN한국사이버결제, 토스페이먼츠 등이 주요 경쟁기업임. 이 밖에 프랜차이즈음식점을 운영하는 요식업 부문, 교원 임용시험 등 학원 및 온라인 강좌, 교재 사업을 하는 교육사업 부문 등을 보유함.",KRX,360680
215000-KR,CP0000003361,골프존,"GOLFZON Co., Ltd.","동사는  2015년 3월, (구)골프존이 지주회사 체제로 전환하기 위해 분할하면서 스크린골프사업부문을 이관 받아 신규 설립된 사업회사임. 본사를 거점으로 국내 3개 법인 및 해외 9개 법인 등 동종업종을 영위하는 종속회사로 구성되어 있음. 사업부문별로 보면 골프시뮬레이터 판매 및 가맹/직영점 운영하는 스크린 골프사업과 골프시뮬레이터 설치 및 유지보수 사업이 있음.",KRX,906371
036420-KR,CP0000002951,제이콘텐트리,Jcontentree Corp,"동사는 1969년 9월 일간스포츠로 시작해 1987년 9월 한길무역으로 설립하여 2000년 3월 코스닥시장에 상장됨. 2019년 10월  유가증권시장으로 이전 상장함. 2009년 4월 물적분할 후 2014년 11월 매각하였으며, 2016년 12월 매거진 사업부문을 영업양도함. 동사는 계열사관리 등 지주업과 영화 및 방송 콘텐트투자 사업을 영위하고 있음. 종속회사를 통하여 극장 운영, 방송용 프로그램의 제작 및 유통 등을 영위함.",KRX,695932
033270-KR,CP0000002952,한국유나이티드제약,"KOREA UNITED PHARM, INC.","동사는 의약품 제조 및 판매 등을 영위할 목적으로 1987년 설립 후 1998년 '한국유나이티드제약 주식회사'로 상호 변경. 1999년 코스닥시장에 상장, 2007년 유가증권시장으로 이전상장 함. 동사는 의약품 제조 및 판매 등을 주요사업으로 영위하고 있음. 주요 제품으로 클란자CR, 클라빅신듀오, 실로스탄CR, 칼로민정, 가스티인CR, 레보틱스CR, 유니그릴CR, 칼로민S정, 글리세틸시럽 등 다양한 개량신약이 있음.",KRX,374049
025950-KR,CP0000003471,동신건설,"Dongshin Engineering & Construction Co., Ltd.","동사는 1958년 10월 8일 설립된 건설회사로 토목, 건축, 주택건설, 문화재공사 등을 주력사업으로 하는 경북 지역의 종합건설업체임. 1995년 7월 31일 코스닥시장에 상장함. 건설산업은 국민생활과 산업활동의 기반이 되는 사회간접자본시설 확충과 국민생활의 근간이 되는 주택건설 등 국가경제의 기간산업임. 주 원재료는 철근, 시멘트, 목재 등으로 경기과열이나 국제 원자재 가격 및 환율변동과 계절적 요인등에 의하여 영향을 받음.",KRX,174300
030610-KR,CP0000003414,교보증권,"Kyobo Securities Co., Ltd","교보생명보험계열의 증권사로서 1949년에 설립되어 유가증권의 매매, 중개, 대리, 인수 등을 주요 영업목적으로 하고 있음. 당분기말 현재 본점 외에 31개의 지점을 두고 있으며, 계열회사로 모회사인 교보생명보험과 교보문고, 교보악사자산운용, 교보정보통신 등이 있음. IB 및 WM, Dealing(OTC/채권 등), 브로커리지 등 다변화된 수익구조를 구축함. 2020년 6월 유상증자(3자배정) 2,000억원 실시함.",KRX,405511
104700-KR,CP0000003415,한국철강,Kisco Corp.,"동사는 120톤 전기로 및 압연설비를 통하여 철근을 생산하여 건설사, 유통상, 조달청등에 판매하는 단일의 영업부문으로 이루어져 있음. 재건축 및 재개발등으로 국내 건설업 경기가 양호하게 유지되면서 철근 판매가 호조를 보이고 있으나, 원자재 가격변동이 심화되어 경영상 리스크가 증가 하고 있음. 동사는 변화된 경영환경을 면밀히 분석하여 대응하고 있으며, 철저한 원가절감과 미래 성장을 위한 노력을 지속적으로 하고 있음.",KRX,261289
137400-KR,CP0000003418,피엔티,"People & Technology, Inc.","2003년에 설립된 회사로 Roll to Roll 기술을 바탕으로 IT용 소재, 2차 전지의 음극 및 분리막 소재, Copper 등의 코팅 및 슬리터 장비의 제작 판매를 주요 사업으로 하고 있음. 디스플레이 소재용 필름 및 전자전기와 소형 및 ESS용 중대형 2차 전지의 분리막/음극/양극 소재, 그리고 회로소재 및 2차 전지용 극박 등 생산하는 장비 등을 개발 및 생산함. 국내 Copper 생산업체 중 LS엠트론에 독점 공급중임.",KRX,947656
018250-KR,CP0000003206,애경산업,"Aekyung Industrial Co., Ltd.","동사는 1985년 4월 25일 설립되었으며 2018년 3월 22일 유가증권시장에 상장함. 동사의 사업은 크게 화장품 사업부문, 생활용품 사업부문 등으로 구성되어 있으며 주요 브랜드로는 스파크, 순샘, 울샴푸, 케라시스, 더마앤모어, 2080, 트리오, 리큐, 랩신 등이 있음. 마케팅과 판매 채널 확대를 목적으로 중국 최대 화장품 오프라인 매장 보유 브랜드인 '프로야'와의 MOU를 맺었음.",KRX,390527
005610-KR,CP0000003215,SPC삼립,"SPC SAMLIP CO., LTD.","동사는 1945년 상미당을 설립하고 1968년 삼립식품공업주식회사로 법인 전환한 후, 제과 및 식품 판매유통사업을 영위하며 종합식품기업으로 발돋움. 빵, 샌드위치, 케이크류 등을 제조/판매하는 Bakery사업부문, 밀가루, 계란, 육가공품, 신선식품 제조/판매 및 직영점/휴게소를 운영하는 Food사업부문이 있음. 식재료 및 관련 식자재 유통 및 단체급식을 제공하는 유통사업부문, 그 외 물류 사업 등의 기타사업부문 또한 보유함.",KRX,656523
061970-KR,CP0000003244,엘비세미콘,"LB Semicon Co., Ltd","지배기업은 2005년 12월 29일자 임시주주총회 결의에 의해 지배기업의 상호를 마이크로스케일주식회사에서 엘비세미콘 주식회사로 변경함. 동사가 영위하는 업종은  OSAT로 불리는 후공정 산업으로  반도체 칩과 Main Board를 연결하고, 칩을 보호하기 위한 일련의 공정을 거치는 산업임. 동사는 차세대 패키지 신기술을 개발 적용함으로써 경쟁사 대비하여 높은 품질과 성능을 구현함.",KRX,401067
123890-KR,CP0000003254,한국자산신탁,KOREA ASSET IN TRUST CO. LTD,"동사는 2001년 3월 설립되어, 주요사업은 부동산 신탁업을 영위하고 있음. 수탁 부동산의 개발사업을 수행하기 위한 건설사업, 건축물 유지 및 관리업, 부동산임대업 및 판매업, 기타 부동산의 개발, 관리, 처분과 관련된 일체의 업무를 영위하고 있음. 신규사업으로는 도시재생사업 지출의 선도적 역할을 수행할 수 있는 도시정비사업과 기업형 민간 임대주택사업(뉴스테이)을 추진하고 있음.",KRX,419720
226950-KR,CP0000003405,올릭스,"OliX Pharmaceuticals, Inc.","동사는 2010년 2월 26일 설립되었으며 RNA간섭 플랫폼 기술을 기반으로 기존 치료제가 접근하기 어려운 질환에 대한 치료제의 개발 등을 주요 사업으로 영위하고 있음. 동사 주요 제품은 비대흉터 치료제, 탈모치료제, 건성 및 습성 황반변성 치료제,  망막하 섬유화증 및 습성 황반변성 치료제 등이 있음. siRNA 국소 투여 치료제 분야에서 글로벌 경쟁기업과 견주어 손색이 없는 경쟁력을 갖추고 있음.",KRX,287767
365550-KR,CP0000002859,ESR켄달스퀘어리츠,"ESR Kendall Square REIT Co., Ltd.","ESR Kendall Square REIT Co., Ltd. engages in the provision of assets management and investment consulting services for real estates. It focuses on logistics assets. The company was founded on February 20, 2020 and is headquartered in Seoul, South Korea.",KRX,1134.7
013120-KR,CP0000003474,동원개발,"Dongwon Development Co., Ltd.","동사는 건설업 및 주택공급업 등을 영위할 목적으로 1978년 동원주택으로 설립되어 1978년 동원개발로 상호를 변경하고 1994년 코스닥시장에 상장함. 동사는 주택전문 1군 종합건설기업으로서 학교, 빌딩, 도로, 교량등 토목건축공사업 및 주택(APT)공급업을 영위하고 있음. 22년 3월말 기준, 주요 매출은 분양수익(39.77%)과 공사수익(60.02%)으로 이루어져 있음.",KRX,377762
189300-KR,CP0000003478,인텔리안테크놀로지스,"Intellian Technologies, Inc.","동사는 2004년 2월 5일 설립. 중소기업 기본법에 의거한 중소기업에 해당되며, 벤처기업육성에 관한 특별조치법 25조의 규정에 의하여 벤처기업에 해당됨. 제품의 적용 영역을 육상용, 항공용, 저궤도/중궤도용(LEO/MEO) 위성통신 안테나로 확대할 계획. 특히 Space X는 동사의 제품 성능을 인정하여 2016년 4월 로켓해상 회수프로젝트에 동사의 제품을 채택 사용하였음.",KRX,575796
102710-KR,CP0000003257,이엔에프테크놀로지,"ENF Technology Co., Ltd","동사는 반도체/디스플레이 프로세스케미칼 제조 및 판매를 목적으로 2000년 5월 1일 설립되었으며, 2009년 5월 28일자로 상장되어 코스닥시장에서 매매가 개시됨. 전자재료 사업부문의 품목은 크게 프로세스케미칼(식각액, 신너, 현상액, 박리액 등), 화인케미칼(포토레지스트용 원료등), 칼라페이스트, 반도체 CMP용 Slurry로 구분됨. 해외 현지법인을 통한 경쟁력 확보 및 판매 시장 확대 중임.",KRX,438635
